,337,1,G070,G70,"___ tem dificuldade permanente de caminhar ou subir degraus, mesmo usando prótese, bengala ou outro aparelho de auxílio? (Para moradores com 5 anos ou mais de idade.)

OU

Comparado com crianças da mesma idade, ___ tem dificuldade permanente para caminhar, mesmo usando prótese, bengala ou aparelho de auxílio? (Para moradores com 2 a 4 anos de idade.)
",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,338,1,G071,G71,"___ tem dificuldade permanente de caminhar ou subir degraus? (Para moradores com 5 anos ou mais de idade.)

OU

Comparado com crianças da mesma idade, ___ tem dificuldade permanente para caminhar? (Para moradores com 2 a 4 anos de idade.)
",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,339,1,G072,G72,___ usa algum aparelho de auxílio para realizar movimentos com os membros superiores? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,340,1,G073,G73,____________ faz uso de prótese para os membros superiores? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,341,1,G074,G74,A prótese para os membros superiores foi obtida no SUS? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,342,1,G075,G75,____________ faz uso de órtese para os membros superiores? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,343,1,G076,G76,A órtese para os membros superiores foi obtida no SUS? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,344,1,G077,G77,____________ faz uso de algum outro aparelho de auxílio para realizar movimentos com os membros superiores? ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,345,1,G079,G79," ___tem dificuldade permanente para levantar uma garrafa com dois litros de água da cintura até a altura dos olhos, mesmo usando prótese ou aparelho de auxílio? (Somente para moradores com 5 anos ou mais de idade.) ",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,346,1,G080,G80,"___ tem dificuldade permanente para pegar objetos pequenos, como botões e lápis, ou abrir e fechar recipientes ou garrafas, mesmo usando prótese ou aparelho de auxílio? (Somente para moradores com 5 anos ou mais de idade.)

OU

Comparado com crianças da mesma idade, ___ tem dificuldade permanente para pegar objetos pequenos, mesmo usando prótese ou aparelho de auxílio? (Para moradores com 2 a 4 anos de idade.)
",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,347,1,G081,G81,___ tem dificuldade permanente para levantar uma garrafa com dois litros de água da cintura até a altura dos olhos? (Somente para moradores com 5 anos ou mais de idade.) ,,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,348,1,G082,G82,"___ tem dificuldade permanente para pegar objetos pequenos, como botões e lápis, ou abrir e fechar recipientes ou garrafas? (Somente para moradores com 5 anos ou mais de idade.)

OU
Comparado com crianças da mesma idade, ___ tem dificuldade permanente para pegar objetos pequenos? (Para moradores com 2 a 4 anos de idade.)
",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,349,1,G083,G83,"Por causa de alguma limitação nas funções mentais ou intelectuais, _________ tem dificuldade permanente para realizar atividades habituais, como se comunicar, realizar cuidados pessoais, trabalhar, ir à escola, brincar, etc.? (Para moradores com 5 anos ou mais de idade.)

OU

Por causa de alguma limitação nas funções mentais ou intelectuais, _________ tem dificuldade permanente para realizar atividades habituais, como frequentar a escola, brincar e etc.? (Para moradores com 2 a 4 anos de idade.)
",,1,"Não, nenhuma dificuldade",,,
,,,,,,,2,"Sim, alguma dificuldade",,,
,,,,,,,3,"Sim, muita dificuldade",,,
,,,,,,,4,"Sim, não consegue de modo algum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,350,1,G084,G84,"Nos últimos doze meses ___ recebe ou recebeu, algum cuidado em reabilitação de forma regular? (Por reabilitação quero dizer fisioterapia, terapia ocupacional, fonoaudiologia psicoterapia etc.)",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,351,1,G085,G85,Onde você recebe (recebeu) esse cuidado em reabilitação? ,,1,No domicílio                         ,,,
,,,,,,,2,Em serviço de saúde,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,352,1,G086,G86,Como você conseguiu ter acesso a esse cuidado em reabilitação? ,,1,SUS ou serviço conveniado ao SUS,,,
,,,,,,,2,"Convênio, Plano de saúde ou particular",,,
,,,,,,,3,Outros,,,
,,,,,,,4,Não sei informar,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,353,1,G032,G32,Informante do Módulo G,,1,A própria pessoa ,,,
,,,,,,,2,Outro morador.,,,
,,,,,,,3,Pessoa não moradora,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
Módulo I - Cobertura de Plano de Saúde,,,,,,,,,,,
,354,1,I00101,I1a,"tem algum plano odontológico particular, de empresa ou órgão público?",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,355,1,I00102,I1b,"tem algum plano de saúde médico particular, de empresa ou órgão público?",bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9 ,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,356,2,I001021,I1b,Quantos?,,01 a 10,Número de planos,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,358,1,I00103,I1c,Quem é o titular do plano de saúde médico (único ou principal)?,,1,Titular morador ,,,
,,,,,,,2,Titular não morador ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,359,2,I001031,I1c,Nº de ordem do titular ,,1,morador 1,,,
,,,,,,,2,morador 2 ,,,
,,,,,,,3,...,,,
,,,,,,,30,morador 30,,,
,,,,,,,,Não aplicável,,,
,361,1,I005,I5,Há quanto tempo sem interrupção _____ possui esse plano de saúde (único ou principal)? ,category,1,Até 6 meses,TRUE,TRUE,TRUE
,,,,,,,2,Mais de 6 meses até 1 ano,TRUE,TRUE,TRUE
,,,,,,,3,Mais de 1 ano até 2 anos,TRUE,TRUE,TRUE
,,,,,,,4,Mais de 2 anos,TRUE,TRUE,TRUE
,,,,,,,9 ,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,362,1,I006,I6, ___ considera este plano de saúde: ,,1,Muito bom,,,
,,,,,,,2,Bom,,,
,,,,,,,3,Regular,,,
,,,,,,,4,Ruim,,,
,,,,,,,5,Muito ruim,,,
,,,,,,,6,Nunca usou o plano de saúde,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,363,1,I004,I4,"O plano de saúde médico (único ou principal) que _____ possui é de instituição de assistência de servidor público (municipal, estadual ou militar)? ",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,364,1,I00401,I4a,O plano de saúde (único ou principal) de assistência médica que ___ possui dá direito a consultas,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9 ,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,365,1,I00402,I4a,O plano de saúde (único ou principal) de assistência médica que ___ possui dá direito a exames,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,366,1,I00403,I4a,O plano de saúde (único ou principal) de assistência médica que ___ possui dá direito a internações,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9 ,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,367,1,I00404,I4a,O plano de saúde (único ou principal) de assistência médica que ___ possui dá direito a partos,bool,1,Sim,TRUE,TRUE,TRUE
,,,,,,,2,Não,TRUE,TRUE,TRUE
,,,,,,,9 ,Ignorado,FALSE,FALSE,FALSE
,,,,,,,,Não aplicável,FALSE,FALSE,FALSE
,368,1,I010010,I10a,Quem paga a mensalidade deste plano de saúde?,,1,Somente o empregador (atual ou anterior),,,
,,,,,,,2,Parte o titular e parte o empregador (atual ou anterior),,,
,,,,,,,3,"Somente o titular, diretamente ao plano",,,
,,,,,,,4,Somente outro morador do domicílio ,,,
,,,,,,,5,Pessoa não moradora do domicílio,,,
,,,,,,,6,Outro,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,369,1,I012,I12,Informante do Módulo I,,1,A própria pessoa,,,
,,,,,,,2,Outro morador      ,,,
,,,,,,,3,Não morador,,,
,,,,,,,9,Ignorado,,,
,,,,,,,,Não aplicável,,,
Módulo  J - Utilização de serviços de saúde ,,,,,,,,,,,
,370,1,J001,J1,"De um modo geral, como é o estado de saúde de________",,1,Muito bom,,,
,,,,,,,2,Bom,,,
,,,,,,,3,Regular,,,
,,,,,,,4,Ruim,,,
,,,,,,,5,Muito ruim,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,371,1,J00101,J1a,"Considerando saúde como um estado de bem-estar físico e mental, e não somente a ausência de doenças, como é o estado de saúde de _____________? ",,1,Muito bom,,,
,,,,,,,2,Bom,,,
,,,,,,,3,Regular,,,
,,,,,,,4,Ruim,,,
,,,,,,,5,Muito ruim,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,372,1,J002,J2," Nas duas últimas semanas, ___ deixou de realizar quaisquer de suas atividades habituais (trabalhar, ir à escola, brincar, afazeres domésticos etc.) por motivo da própria saúde",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,373,2,J003,J3,"Nas duas últimas semanas, quantos dias _____ deixou de realizar suas atividades habituais, por motivo da própria saúde",,01 a 14,Dias,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,375,2,J00402,J4a, Qual foi o principal motivo de saúde que impediu ___ de realizar suas atividades habituais nas duas últimas semanas ,,01,"Problemas nos ossos e articulações (Dor nas costas, problema no pescoço ou na nuca/ Dor nos braços ou nas mãos/ Artrite ou reumatismo)",,,
,,,,,,,02,Dor de cabeça ou enxaqueca,,,
,,,,,,,03,Problemas gineco-obstétricos (Problemas menstruais ou da gravidez e parto),,,
,,,,,,,04, Problema odontológico/Dor de dente,,,
,,,,,,,05,Problemas respiratórios (Resfriado / gripe /sinusite/ asma / bronquite / pneumonia),,,
,,,,,,,06,Problemas gastrointestinais (Diarreia / vômito / náusea / gastrite / dor de barriga),,,
,,,,,,,07," Dengue, Chikungunya, Zika Vírus ou Febre amarela",,,
,,,,,,,08,Problemas cardiovasculares (Pressão alta / doença do coração / AVC ou derrame),,,
,,,,,,,09,Diabetes,,,
,,,,,,,10,Câncer (inclusive quimioterapia/radioterapia),,,
,,,,,,,11,Problemas neurológicos (Alzheimer/Esclerose/Doença de Parkinson/Demência ,,,
,,,,,,,12,Saúde mental (Depressão/ bipolaridade/esquizofrenia/transtorno de ansiedade/outro problema de saúde mental),,,
,,,,,,,13,Lesões ou fraturas provocada (s) por acidentes ou violência,,,
,,,,,,,14,Outro problema de saúde,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,377,1,J00404,J4b,Este motivo de saúde estava relacionado ao trabalho,,1,Sim,,,
,,,,,,,2,Não ,,,
,,,,,,,3,Não trabalhava/nunca trabalhou ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,378,1,J005,J5,Nas duas últimas semanas___ esteve acamado (a),,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,379,2,J006,J6,"Nas duas últimas semanas, quantos dias _____ esteve acamado (a)",,01 a 14,Dias,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,381,1,J007,J7,"Algum médico já deu o diagnóstico de alguma doença crônica, física ou mental, ou doença de longa duração (de mais de 6 meses de duração) a ___",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,382,1,J00801,J8a,"Alguma dessas doenças limita de alguma forma suas atividades habituais (trabalhar, ir à escola, brincar, afazeres domésticos, etc.)",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,383,1,J009,J9," ___ costuma procurar o mesmo lugar, mesmo médico ou mesmo serviço de saúde quando precisa de atendimento de saúde",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,384,2,J01002,J10a,Quando está doente ou precisando de atendimento de saúde___ costuma procurar,,01,Farmácia,,,
,,,,,,,02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),,,
,,,,,,,03," Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",,,
,,,,,,,04,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",,,
,,,,,,,05, Ambulatório de hospital público.,,,
,,,,,,,06,"Consultório particular, clínica privada ou ambulatório de hospital privado",,,
,,,,,,,07,Pronto atendimento ou emergência de hospital privado.,,,
,,,,,,,08,Atendimento domiciliar,,,
,,,,,,,09,Outro serviço,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,386,1,J01101,J11a,Quando ____ consultou um médico pela última vez,,1, Até 1 ano ,,,
,,,,,,,2, Mais de 1 ano a 2 anos,,,
,,,,,,,3, Mais de 2 anos a 3 anos,,,
,,,,,,,4, Mais de 3 anos,,,
,,,,,,,5, Nunca foi ao médico,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,387,3,J012,J12,Quantas vezes ___ consultou um médico nos últimos 12 meses,,01  a 998,,,,
,,,,,,,999,Ignorado,,,
,,,,,,,,Não aplicável,,,
,390,1,J01301,J13a,Quando ___ consultou um dentista pela última vez,,1, Até 1 ano ,,,
,,,,,,,2, Mais de 1 ano a 2 anos,,,
,,,,,,,3, Mais de 2 anos a 3 anos,,,
,,,,,,,4, Mais de 3 anos,,,
,,,,,,,5, Nunca foi ao dentista,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,391,1,J014,J14,"Nas duas últimas semanas, ___ procurou algum lugar, serviço ou profissional de saúde para atendimento relacionado à própria saúde",,1,Sim,,,
,,,,,,,2,Não ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,392,2,J01502,J15a,Qual foi o motivo principal pelo qual ___ procurou atendimento relacionado à própria saúde nas duas últimas semanas,,01," Acidente, lesão ou fratura",,,
,,,,,,,02," Doença (dor, febre, diarreia etc) ou continuação de tratamento de doença",,,
,,,,,,,03," Problema odontológico, dor de dente ou consulta de rotina ao dentista",,,
,,,,,,,04," Reabilitação (fisioterapia, fonoaudiologia, terapia ocupacional etc)",,,
,,,,,,,05, Pré-natal,,,
,,,,,,,06, Parto,,,
,,,,,,,07,"Exame complementar de diagnóstico (sangue, urina, imagem, etc)",,,
,,,,,,,08, Vacinação,,,
,,,,,,,09," Prevenção, check-up médico ou puericultura",,,
,,,,,,,10,Solicitação de atestado de saúde,,,
,,,,,,,11," Acompanhamento com psicólogo, nutricionista, ou outro profissional de saúde",,,
,,,,,,,12,Outro,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,394,1,J01602,J16a,Onde ___ procurou o primeiro atendimento de saúde por este motivo nas duas últimas semanas,,1, Farmácia. ,,,
,,,,,,,2,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família). ,,,
,,,,,,,3,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",,,
,,,,,,,4,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",,,
,,,,,,,5, Ambulatório de hospital público,,,
,,,,,,,6,Consultório particular clínica privada ou ambulatório de hospital privado,,,
,,,,,,,7, Pronto atendimento ou emergência de hospital privado.,,,
,,,,,,,8,No domicílio,,,
,,,,,,,9,Outro serviço,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,395,1,J01701,J17a,"Nessa primeira vez que procurou atendimento de saúde por este motivo, nas duas últimas semanas",,1,Foi agendado para outro dia/outro local,,,
,,,,,,,2,Não foi atendido,,,
,,,,,,,3,Foi atendido,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,396,1,J01802,J18a,Por que motivo ___ não foi atendido(a) na primeira vez que procurou atendimento de saúde nas duas últimas semanas,,1,Não conseguiu vaga nem pegar senha,,,
,,,,,,,2,Não tinha médico ou dentista atendendo,,,
,,,,,,,3,Não havia serviço ou profissional de saúde especializado para atender,,,
,,,,,,,4, Esperou muito e desistiu,,,
,,,,,,,5, O serviço de saúde não estava funcionando,,,
,,,,,,,6, Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,,,
,,,,,,,7,Não podia pagar pela consulta,,,
,,,,,,,8,Outro,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,397,2,J019,J19,"Nas duas últimas semanas, quantas vezes ___ voltou a procurar atendimento de saúde por este mesmo motivo",,0 a 15,Número de vezes,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,399,2,J02002,J20a,Onde ___ procurou o último atendimento de saúde por este motivo nas duas últimas semanas,,01,Farmácia. ,,,
,,,,,,,02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família).,,,
,,,,,,,03,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",,,
,,,,,,,04," UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",,,
,,,,,,,05, Ambulatório de hospital público.,,,
,,,,,,,06,"Consultório particular, clínica privada ou ambulatório de hospital privado",,,
,,,,,,,07,Pronto atendimento ou emergência de hospital privado.,,,
,,,,,,,08,No domicílio,,,
,,,,,,,09,Outro serviço,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,401,1,J021,J21," Nessa última vez que procurou atendimento de saúde por este motivo, nas duas últimas semanas, ___ foi atendido (a)",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,402,1,J022010,J22a,Por que motivo ___ não foi atendido (a) nessa última vez que procurou atendimento de saúde nas duas últimas semanas,,1,Não conseguiu vaga nem pegar senha,,,
,,,,,,,2,Não tinha médico ou dentista atendendo,,,
,,,,,,,3,Não havia serviço ou profissional de saúde especializado para atender,,,
,,,,,,,4, Esperou muito e desistiu,,,
,,,,,,,5,O serviço de saúde não estava funcionando,,,
,,,,,,,6,Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,,,
,,,,,,,7,Não podia pagar pela consulta,,,
,,,,,,,8,Outro ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,403,1,J023,J23, Este serviço de saúde onde___ foi atendido era:,,1,Público  ,,,
,,,,,,,2,Privado ,,,
,,,,,,,3,Não sabe/Não lembra,,,
,,,,,,,,Não aplicável,,,
,404,1,J024,J24, Este atendimento de saúde de ___ foi coberto por algum plano de saúde,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,405,1,J025,J25, ___ pagou algum valor por este atendimento de saúde recebido nas duas últimas semanas ,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,406,1,J026,J26,O atendimento de ___ foi feito pelo SUS,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,3,Não sabe/Não lembra,,,
,,,,,,,,Não aplicável,,,
,407,2,J02702,J27a,Qual foi o principal atendimento de saúde que ___ recebeu?,,01,Consulta médica,,,
,,,,,,,02,Consulta odontológica,,,
,,,,,,,03,"Consulta com outro profissional de saúde (fisioterapeuta, fonoaudiólogo, psicólogo, nutricionista, enfermeiro, etc.)",,,
,,,,,,,04,Atendimento com agente comunitário de saúde,,,
,,,,,,,05,Atendimento na farmácia,,,
,,,,,,,06,Vacinação,,,
,,,,,,,07,"Medição/aferição de pressão arterial, Injeção, curativo",,,
,,,,,,,08,"Quimioterapia, radioterapia, hemodiálise ou hemoterapia",,,
,,,,,,,09,"Exame complementar de diagnóstico (sangue, urina, imagem, etc)",,,
,,,,,,,10,Gesso ou imobilização,,,
,,,,,,,11,Pequena cirurgia em ambulatório,,,
,,,,,,,12,Internação hospitalar ou cirurgia,,,
,,,,,,,13,"Práticas integrativas e complementares como acupuntura, homeopatia, plantas medicinais e fitoterapia, meditação, yoga, tai chi chuan e liang gong.",,,
,,,,,,,14,"Práticas de promoção de saúde, tais como grupos de atividade física, orientação sobre alimentação saudável, uso abusivo de outras drogas, grupo de cessação de tabagismo.",,,
,,,,,,,15,Outro atendimento,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,409,1,J02901,J29a," Neste atendimento de ___, foi receitado algum medicamento",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,410,1,J03001,J30a, __conseguiu obter os medicamentos receitados? (Leia as opções de resposta),,1,"Sim, todos",,,
,,,,,,,2,"Sim, alguns",,,
,,,,,,,3,"Não, nenhum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,411,1,J03102,J31a,Qual o principal motivo de ___ não ter conseguido obter todos os medicamentos receitados,,1,Não conseguiu obter no serviço público de saúde,,,
,,,,,,,2,Não conseguiu o(s) medicamento(s) no programa Aqui Tem Farmácia Popular ,,,
,,,,,,,3,Não tinha farmácia próxima ou teve dificuldade de transporte,,,
,,,,,,,4,Não conseguiu encontrar todos os medicamentos na farmácia,,,
,,,,,,,5,Não tinha dinheiro para comprar,,,
,,,,,,,6,Não achou necessário,,,
,,,,,,,7," Desistiu de procurar, pois melhorou",,,
,,,,,,,8,Outro,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,412,1,J032,J32,Algum dos medicamentos foi coberto por plano de saúde,,1,"Sim, todos  ",,,
,,,,,,,2,"Sim, alguns ",,,
,,,,,,,3,"Não, nenhum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,413,1,J03301,J33a,Algum dos medicamentos foi obtido no programa Aqui Tem Farmácia Popular,,1,"Sim, todos  ",,,
,,,,,,,2,"Sim, alguns ",,,
,,,,,,,3,"Não, nenhum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,414,1,J034,J34,Algum dos medicamentos foi obtido em serviço público de saúde,,1,"Sim, todos  ",,,
,,,,,,,2,"Sim, alguns ",,,
,,,,,,,3,"Não, nenhum",,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,415,1,J035,J35, ___ pagou algum valor pelos medicamentos,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,416,2,J03602,J36a,"Nas duas últimas semanas, por que motivo ___ não procurou serviço de saúde",,01,Não houve necessidade,,,
,,,,,,,02,Não tinha dinheiro,,,
,,,,,,,03, O local de atendimento era distante ou teve dificuldade de transporte,,,
,,,,,,,04, Horário incompatível,,,
,,,,,,,05,O atendimento é muito demorado,,,
,,,,,,,06, O estabelecimento não possuía especialista compatível com suas necessidades,,,
,,,,,,,07, Achou que não tinha direito,,,
,,,,,,,08,Não tinha quem o(a) acompanhasse,,,
,,,,,,,09,Não gostava dos profissionais do estabelecimento,,,
,,,,,,,10,Greve nos serviços de saúde,,,
,,,,,,,11,Outro motivo,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,418,1,J037,J37,"Nos últimos 12 meses, ___ ficou internado(a) em hospital por 24 horas ou mais",,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,419,2,J038,J38,"Nos últimos 12 meses, quantas vezes ___ esteve internado(a)",,01 a 98,Vezes,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,421,1,J039,J39,Qual foi o principal atendimento de saúde que ___recebeu quando esteve internado(a) (pela última vez) nos doze últimos meses,,1, Parto normal,,,
,,,,,,,2, Parto cesáreo,,,
,,,,,,,3, Tratamento clínico,,,
,,,,,,,4, Tratamento psiquiátrico,,,
,,,,,,,5, Cirurgia ,,,
,,,,,,,6, Exames complementares de diagnóstico,,,
,,,,,,,7,Outro,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,422,2,J04001,J40,Quanto tempo em meses o morador ficou internado,,00 a 12,Meses,,,
,,,,,,,88,Morador ainda está internado,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,424,2,J04002,J40,Quanto tempo em dias o morador ficou internado,,00 a 31,Dias,,,
,,,,,,,88,Morador ainda está internado,,,
,,,,,,,99,Ignorado,,,
,,,,,,,,Não aplicável,,,
,426,1,J041,J41,O estabelecimento de saúde em que ___ esteve internado(a) pela última vez nos últimos 12 meses era,,1,Público,,,
,,,,,,,2,Privado,,,
,,,,,,,3,Não sabe/Não lembra,,,
,,,,,,,,Não aplicável,,,
,427,1,J042,J42,A última internação de ___ nos últimos 12 meses foi coberta por algum plano de saúde,,1,Sim,,,
,,,,,,,2,Não,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
,428,1,J043,J43," ___ pagou algum valor por esta última internação? (Entrevistador: se o(a) entrevistado(a) responder que pagou, mas teve reembolso total, marque a opção 2) ",,1,Sim,,,
,,,,,,,2,Não ,,,
,,,,,,,9 ,Ignorado,,,
,,,,,,,,Não aplicável,,,
